source,target,travel_time
261160373,261313712,3202.995187760177
261160373,262077582,1836.969580671862
261160373,5509258500,2218.5728625030492
261160373,258023465,2177.8631573524476
261160373,261289110,1705.1499367021024
261160373,261116225,3886.569001528408
261160373,313441004,1256.8675548334104
261160373,11680864291,1023.7448514077572
261160373,269448563,2263.960279956309
261160373,261224834,3669.932492617693
261160373,289550184,969.6187842129277
261160373,257148930,1742.5808295280383
261160373,261127048,2977.0904072875664
261160373,258023392,2188.588833552003
261160373,262225045,1995.1408635592193
261160373,349820645,2635.668461344125
261160373,261181630,1437.2128364982416
261160373,261139211,2031.0990543157818
261160373,261222943,2643.726399959541
261160373,253960123,2617.6332181220673
261160373,418520460,2060.277976529102
261160373,261105009,1069.6850434895975
261160373,1764458377,1977.163272662619
261160373,623820257,2314.2414273175877
261160373,261127051,3013.2822528169195
261160373,261227065,2787.6815916835867
261160373,5893269732,3280.903967375382
261160373,1434352202,1902.7993376513189
261160373,418466972,2702.088683689394
261160373,261162196,4087.8112938382938
261160373,250755798,2052.602404905856
261160373,261118924,2604.342873510914
261160373,261132039,2338.9493070032154
261160373,261130621,4084.5586200926036
261160373,259384082,2049.0906444294537
261160373,2518161241,1775.5287429596503
261160373,261198397,1934.4116634512693
261160373,261143020,4302.41560523259
261160373,258956097,2017.6943055606648
261160373,261135318,1926.434496056287
261160373,26794549,1507.8192739640492
261160373,259379126,1993.0535059900221
261160373,250278943,1611.602916927569
261160373,261267239,2058.8875693945474
261160373,262169933,2052.2025926216234
261160373,28358883,2123.7148478693466
261160373,257372149,1885.1400848231149
261160373,261210190,1101.1655754370563
261160373,1308089661,2162.5533322244964
261160373,370097351,1806.038093221974
261160373,2291929239,2156.7625864574243
261160373,258964872,1910.8954345922057
261160373,440910596,1302.368024614282
261160373,386392006,2979.508636277614
261160373,1693271406,2738.808703859004
261160373,261137159,3435.9422603762255
261160373,256629532,2263.2998630044867
261160373,428891516,2170.8161420670313
261160373,261214305,3688.4061349225735
261160373,261192480,3932.6145456480363
261160373,261224249,1501.1125912199382
261160373,261237434,1137.5831014423868
261160373,261188743,1829.6987480736882
261160373,736940951,2084.98540446732
261160373,261187756,2296.937402531135
261160373,261115432,629.6181289860152
261160373,4336128942,3261.10727822323
261160373,261192294,4278.228341151401
261160373,258020602,2113.8129194854555
261160373,414170951,2878.692156723469
261160373,158733110,1285.3217571433884
261160373,261297754,3710.8478892098783
261160373,261239937,3678.5346385046896
261160373,2470391253,1674.0900223844087
261160373,262369215,1833.0164777142097
261160373,250755811,2114.6590562692977
261160373,4503178601,2024.6417636453746
261160373,261172295,1582.9050122473966
261160373,261141229,1900.5811832729244
261160373,261160883,1703.78791451096
261160373,261132070,1886.4128936269783
261160373,261199726,1975.360266617277
261160373,26794623,1914.1282937568958
261160373,8403502987,2980.9368022693184
261160373,11544798438,2029.1147143758399
261160373,305898751,1056.3107952562025
261160373,4334474208,3207.7044638339653
261160373,261236606,1940.286633398574
261160373,261166817,3581.7416830882803
261160373,27440219,2268.2834318438345
261160373,261214537,3258.968481029431
261160373,740243448,2182.391976573383
261160373,33754408,2374.5086513721417
261160373,369630919,927.6446012973109
261160373,291140811,1429.991239550342
261160373,261228328,2021.954331007163
261160373,308435977,1353.5025143974062
261160373,4332713755,1673.1560843591153
261160373,261294451,1450.0118743043001
261160373,257147094,1693.6769804820997
261160373,261289093,589.1457982165231
261160373,261216607,3550.9901523717003
261160373,261127106,3488.8233753275076
261160373,261284161,3071.710505544434
261160373,29412132,2096.2472126534744
261160373,387576416,3615.5334804768913
261160373,288595701,2595.0364575242047
261160373,1257584229,1598.7783281439317
261160373,345098472,2024.4233120218723
261160373,250755914,1701.759801167611
261160373,1324353893,2086.78315239401
261160373,314768635,1463.2348988280405
261160373,263372992,1083.2741402200418
261160373,5492684303,2402.891414838965
261160373,256625253,2245.5110519276373
261160373,497398788,2882.5308328737024
261160373,261150080,3196.1215773459
261160373,11985693573,4913.291440757612
261160373,261149035,970.7700152133601
261160373,287220342,794.4186694345151
261160373,102713551,2041.2953700234646
261160373,48991153,1610.902298824112
261160373,11270578643,1938.5977250461176
261160373,370097483,1797.0492425342404
261160373,26704238,835.8445660724486
261160373,2650379809,2084.1080318043532
261160373,261145931,3121.6628917580074
261160373,2480840763,1703.1720034503635
261160373,6530563813,2953.66016883933
261160373,2565193679,2373.283671842979
261160373,263984851,2037.1037768045942
261160373,344250624,1788.5377405993079
261160373,262184019,2212.2496190157863
261160373,261129980,1287.1585000109578
261160373,261170322,2661.8194780843623
261160373,261323725,3257.7895223340684
261160373,261291025,1691.491982473705
261160373,1324341004,2110.9532258455993
261160373,264429295,1997.5784830499563
261160373,29841507,972.3207445953096
261160373,261132617,3626.870577318781
261160373,261256406,2904.5141367388555
261160373,261223177,2673.0148517576463
261160373,261747507,1686.832697045159
261160373,261181579,734.8737848272777
261160373,2428811753,2350.286478350879
261160373,26099532,2003.00359692127
261160373,3192225961,979.9816814189178
261160373,261151261,3606.045897169407
261160373,5893137256,2577.3196810597856
261160373,261328539,2058.9647310281243
261160373,261239964,2136.8143050995554
261160373,262072286,2003.3889967340285
261160373,261262167,1047.2770668756689
261160373,261127033,2796.7140907849794
261160373,1959945901,2238.8804874133907
261160373,1385442857,3382.780020991439
261160373,261294442,1629.0132236035968
261160373,261092768,1524.1016658787214
261160373,261126997,3178.2917157492384
261160373,4387385642,1365.2816431840233
261160373,261163038,2315.2421072052884
261160373,2447758369,1849.3469538898576
261160373,4173985511,1900.4985932954987
261160373,261258147,1600.539265945947
261160373,261142325,3962.954795574015
261160373,261174185,1992.0441404161681
261160373,538028307,3136.753052817754
261160373,27440574,2179.580185418376
261160373,4173985509,1935.1206247062971
261160373,258022688,2120.1048359683155
261160373,266803055,369.80588129767307
261160373,261176761,3274.1098612091464
261160373,2565193678,2630.965816865972
261160373,250755850,1981.6461416450954
261160373,258957339,2220.418540587254
261160373,265641952,1781.5936350206152
261160373,261141610,1492.1453922063397
261160373,261266468,3140.773953075301
261160373,736932535,2322.931160602203
261160373,263984671,2088.5125183451796
261160373,257381494,2121.1629319863205
261160373,350986673,3098.4371185482746
261160373,256612742,2252.240600620747
261160373,261151942,3297.910505233532
261160373,261200027,4425.890523852536
261160373,261275262,1016.9004546997833
261160373,272208894,2305.3671942379583
261160373,258016969,2684.3564646125346
261160373,35313351,1857.5210144017562
261160373,261118345,1811.4511747786837
261160373,1699189847,2666.5985235533235
261160373,1308208334,2074.3456909556353
261160373,261194561,3575.719112975315
261160373,261179492,291.606980793085
261160373,6042836026,2591.2508698972524
261160373,366593183,2033.9300697642614
261160373,261214991,1587.5925081187854
261160373,261137021,4078.7314470954275
261160373,5884828087,4164.585625005793
261160373,2447758386,1703.859200935192
261160373,414162098,2907.6154622354607
261160373,261358990,3249.004207468617
261160373,261166853,2021.201333195312
261160373,262170926,2019.4773110721983
261160373,102691168,1846.9248982766687
261160373,261127123,3724.842576935135
261160373,365195019,2794.5505289377834
261160373,259576127,1959.1680228440512
261160373,540571895,2774.2358974197537
261160373,29412130,2083.5161555556574
261160373,4730192557,2808.540478442059
261160373,257119074,1794.8254676470635
261160373,102723065,2093.5090754855946
261160373,261288995,1404.7591519179996
261160373,261230957,1963.951407345491
261160373,259578461,1973.546756503837
261160373,33718417,2298.8414025964094
261160373,261110397,1758.202093259851
261160373,11938585879,2488.2933517569586
261160373,261222238,1178.6841147601142
261160373,377670236,5103.247577295128
261160373,261185878,2529.4324448840666
261160373,261236458,1864.630485487263
261160373,261151949,3460.849945527573
261160373,2291929252,2075.7321902170993
261160373,261218260,1598.1748239256042
261160373,4499068774,2037.5830865256926
261160373,261210232,888.1085729079598
261160373,7221588904,4726.59367519736
261160373,261143039,4105.5864370243335
261160373,1309581923,2154.003144030609
261160373,874447445,2329.2984346296807
261160373,10845477611,2202.0112422759667
261160373,271188528,2336.215800599972
261160373,709413342,2058.1397523873343
261160373,261149262,2122.742150104871
261160373,261202157,1797.5576777124884
261160373,310333172,1061.680216326178
261160373,261198752,4503.555259759272
261160373,262370227,1869.1003586806498
261160373,286369393,1761.084991190909
261160373,261172176,3805.8538167437496
261160373,261163996,2960.294439189962
261160373,153405691,1698.8196221100118
261160373,1475214573,2724.0217774533303
261160373,261197750,2047.0516007556187
261160373,257148945,1815.2269436447127
261160373,261160542,2584.1851614689854
261160373,704695547,2654.134172503993
261160373,261202207,1568.631479565312
261160373,9600678723,2963.3528161925924
261160373,261160795,2874.236905281564
261160373,258023463,2193.793795599781
261160373,261174717,2407.7867764210346
261313712,261160373,3202.995187760177
261313712,262077582,1865.0289189923144
261313712,5509258500,1170.7862508903847
261313712,258023465,1218.175477921993
261313712,261289110,2436.513234132637
261313712,261116225,696.5735758687888
261313712,313441004,1977.7108692035786
261313712,11680864291,3668.998600811528
261313712,269448563,1103.4164334956574
261313712,261224834,874.9429261473853
261313712,289550184,2464.925599615992
261313712,257148930,2046.4888338205014
261313712,261127048,503.54487006642034
261313712,258023392,1221.6242649207725
261313712,262225045,1704.7915036395445
261313712,349820645,654.5662008094678
261313712,261181630,1927.82154111311
261313712,261139211,1723.9046739783153
261313712,261222943,847.4537485849594
261313712,253960123,672.6014440315249
261313712,418520460,1861.090787183764
261313712,261105009,2444.835162427223
261313712,1764458377,1736.8713728072155
261313712,623820257,1044.3778881973524
261313712,261127051,467.36208540508056
261313712,261227065,521.6747382418492
261313712,5893269732,805.1502828265618
261313712,1434352202,1474.0028988080687
261313712,418466972,1397.4556452009776
261313712,261162196,1378.8747931339117
261313712,250755798,1300.465026043973
261313712,261118924,798.3254376664141
261313712,261132039,1576.776957973667
261313712,261130621,1973.7495824563498
261313712,259384082,1636.1993638878216
261313712,2518161241,1705.616929287541
261313712,261198397,1373.989118390856
261313712,261143020,1112.4201795729703
261313712,258956097,1249.320199660793
261313712,261135318,1451.7771096474924
261313712,26794549,1959.350456565025
261313712,259379126,1580.16222544839
261313712,250278943,1705.6162491186976
261313712,261267239,1266.6122866283688
261313712,262169933,1709.373260233883
261313712,28358883,1120.6037532937733
261313712,257372149,1881.066054274655
261313712,261210190,2268.486787938997
261313712,1308089661,1232.978625248654
261313712,370097351,1529.4873337909612
261313712,2291929239,1197.197358509436
261313712,258964872,1445.0273577004034
261313712,440910596,2055.8933287045
261313712,386392006,769.735743742498
261313712,1693271406,642.1080016887266
261313712,261137159,264.8500946079588
261313712,256629532,995.4055658914767
261313712,428891516,1068.8508372439148
261313712,261214305,787.1311779286805
261313712,261192480,915.15617477005
261313712,261224249,2501.8435711453067
261313712,261237434,2278.928027370508
261313712,261188743,1765.2487719137896
261313712,736940951,1180.821303261441
261313712,261187756,1838.6993810965498
261313712,261115432,2654.1187333376474
261313712,4336128942,1490.3168633312298
261313712,261192294,1623.3444734046275
261313712,258020602,1145.468255523555
261313712,414170951,560.4924958487895
261313712,158733110,2211.402111411016
261313712,261297754,952.2233709598258
261313712,261239937,1062.4741401183524
